time,temperature,elevation
2023-06-01 00:00:00,15.288046129577976,750
2023-06-01 01:00:00,15.643012068230185,750
2023-06-01 02:00:00,14.677136334307754,750
2023-06-01 03:00:00,15.303415361564982,750
2023-06-01 04:00:00,16.51411644802468,750
2023-06-01 05:00:00,16.730241884528844,750
2023-06-01 06:00:00,18.49053217085467,750
2023-06-01 07:00:00,18.437661118393056,750
2023-06-01 08:00:00,20.38650170954008,750
2023-06-01 09:00:00,21.44276218576672,750
2023-06-01 10:00:00,23.4159740472872,750
2023-06-01 11:00:00,23.793480896287516,750
2023-06-01 12:00:00,24.242365791016443,750
2023-06-01 13:00:00,25.041319282902666,750
2023-06-01 14:00:00,25.09880344728647,750
2023-06-01 15:00:00,24.64607564403607,750
2023-06-01 16:00:00,24.1701565486267,750
2023-06-01 17:00:00,23.684758822871586,750
2023-06-01 18:00:00,22.66926904910642,750
2023-06-01 19:00:00,21.550925137041126,750
2023-06-01 20:00:00,19.947059192584348,750
2023-06-01 21:00:00,19.009002484267608,750
2023-06-01 22:00:00,17.199337653534926,750
2023-06-01 23:00:00,16.7086579673496,750
2023-06-02 00:00:00,15.479601845519191,750
2023-06-02 01:00:00,15.776428643209691,750
2023-06-02 02:00:00,15.214003240503056,750
2023-06-02 03:00:00,15.122162869832815,750
2023-06-02 04:00:00,15.286678317763363,750
2023-06-02 05:00:00,16.33351300331001,750
2023-06-02 06:00:00,18.50774445037931,750
2023-06-02 07:00:00,18.956659362694207,750
2023-06-02 08:00:00,20.26979128712879,750
2023-06-02 09:00:00,21.240137080155815,750
2023-06-02 10:00:00,22.263243093854346,750
2023-06-02 11:00:00,23.753314170876934,750
2023-06-02 12:00:00,24.37309783663213,750
2023-06-02 13:00:00,24.654431317545484,750
2023-06-02 14:00:00,25.985287725102783,750
2023-06-02 15:00:00,24.68069717393777,750
2023-06-02 16:00:00,24.50731687087584,750
2023-06-02 17:00:00,22.824048183748726,750
2023-06-02 18:00:00,22.006858308403586,750
2023-06-02 19:00:00,20.75744179557025,750
2023-06-02 20:00:00,20.620021192818104,750
2023-06-02 21:00:00,19.23300907223322,750
2023-06-02 22:00:00,18.49999561397148,750
2023-06-02 23:00:00,17.526676949697755,750
2023-06-03 00:00:00,14.899604268330997,750
2023-06-03 01:00:00,14.63586833403889,750
2023-06-03 02:00:00,15.446046895592511,750
2023-06-03 03:00:00,15.283790391338925,750
2023-06-03 04:00:00,15.455933985097817,750
2023-06-03 05:00:00,16.756760769301213,750
2023-06-03 06:00:00,17.766343189515155,750
2023-06-03 07:00:00,19.56228547703865,750
2023-06-03 08:00:00,19.121027871957374,750
2023-06-03 09:00:00,21.48402212115133,750
2023-06-03 10:00:00,22.482136143364375,750
2023-06-03 11:00:00,22.905693626312857,750
2023-06-03 12:00:00,24.79506567074737,750
2023-06-03 13:00:00,25.801207272598475,750
2023-06-03 14:00:00,24.481076751921393,750
2023-06-03 15:00:00,24.498663657258696,750
2023-06-03 16:00:00,24.804708729772482,750
2023-06-03 17:00:00,24.084495845403993,750
2023-06-03 18:00:00,22.708497339623847,750
2023-06-03 19:00:00,20.573627282909584,750
2023-06-03 20:00:00,19.587338565920263,750
2023-06-03 21:00:00,19.1918487132578,750
2023-06-03 22:00:00,17.63044473887813,750
2023-06-03 23:00:00,16.64466402212554,750
