time,temperature,elevation
2023-06-01 00:00:00,17.519927915829452,430
2023-06-01 01:00:00,17.30069447542095,430
2023-06-01 02:00:00,17.615986123945074,430
2023-06-01 03:00:00,17.6770593787898,430
2023-06-01 04:00:00,18.152702749730995,430
2023-06-01 05:00:00,18.681886543159667,430
2023-06-01 06:00:00,20.249110321721165,430
2023-06-01 07:00:00,20.21875734860354,430
2023-06-01 08:00:00,21.658062442333552,430
2023-06-01 09:00:00,22.460618609556306,430
2023-06-01 10:00:00,24.344634918446918,430
2023-06-01 11:00:00,25.960216638979226,430
2023-06-01 12:00:00,25.48354761408569,430
2023-06-01 13:00:00,26.7276562817139,430
2023-06-01 14:00:00,27.945534827778094,430
2023-06-01 15:00:00,26.626162035987566,430
2023-06-01 16:00:00,26.779103758636587,430
2023-06-01 17:00:00,25.354300251169533,430
2023-06-01 18:00:00,24.713145724254318,430
2023-06-01 19:00:00,23.31199857354003,430
2023-06-01 20:00:00,21.306487715428347,430
2023-06-01 21:00:00,21.432110099111497,430
2023-06-01 22:00:00,20.108399071287383,430
2023-06-01 23:00:00,18.43851494870935,430
2023-06-02 00:00:00,17.081511699129074,430
2023-06-02 01:00:00,16.992488452568857,430
2023-06-02 02:00:00,17.265376350281894,430
2023-06-02 03:00:00,17.22420755070626,430
2023-06-02 04:00:00,17.700921368520504,430
2023-06-02 05:00:00,18.592550008049347,430
2023-06-02 06:00:00,20.692124315169682,430
2023-06-02 07:00:00,20.945035317456462,430
2023-06-02 08:00:00,22.62827398391309,430
2023-06-02 09:00:00,24.423086118941942,430
2023-06-02 10:00:00,24.8170769035605,430
2023-06-02 11:00:00,26.407174510279948,430
2023-06-02 12:00:00,27.295050096153886,430
2023-06-02 13:00:00,26.369593809115177,430
2023-06-02 14:00:00,26.42387437648713,430
2023-06-02 15:00:00,26.889614364839126,430
2023-06-02 16:00:00,26.982258927716742,430
2023-06-02 17:00:00,25.166100373464978,430
2023-06-02 18:00:00,25.428950035773145,430
2023-06-02 19:00:00,22.901467079603588,430
2023-06-02 20:00:00,22.52940444700869,430
2023-06-02 21:00:00,21.202277237895036,430
2023-06-02 22:00:00,19.658522767846346,430
2023-06-02 23:00:00,18.213283055015204,430
2023-06-03 00:00:00,17.399516863018263,430
2023-06-03 01:00:00,17.30656428150302,430
2023-06-03 02:00:00,16.94551510739557,430
2023-06-03 03:00:00,17.513133193688777,430
2023-06-03 04:00:00,18.187606460043074,430
2023-06-03 05:00:00,18.795541976574615,430
2023-06-03 06:00:00,19.389999278034313,430
2023-06-03 07:00:00,20.554012790962243,430
2023-06-03 08:00:00,22.61442249204203,430
2023-06-03 09:00:00,23.683919527366395,430
2023-06-03 10:00:00,25.103535639210037,430
2023-06-03 11:00:00,25.81112393333884,430
2023-06-03 12:00:00,27.172648666676224,430
2023-06-03 13:00:00,27.85774646055371,430
2023-06-03 14:00:00,26.74651113364558,430
2023-06-03 15:00:00,26.87910748154046,430
2023-06-03 16:00:00,26.912976978489723,430
2023-06-03 17:00:00,24.902164141995154,430
2023-06-03 18:00:00,24.669255178230813,430
2023-06-03 19:00:00,23.399709415388067,430
2023-06-03 20:00:00,21.82592997016902,430
2023-06-03 21:00:00,20.685007216174967,430
2023-06-03 22:00:00,19.473103531365453,430
2023-06-03 23:00:00,18.816373692903547,430
