time,temperature,elevation
2023-06-01 00:00:00,20.181840821890958,170
2023-06-01 01:00:00,19.14752743090226,170
2023-06-01 02:00:00,18.42074448740173,170
2023-06-01 03:00:00,19.223504482518962,170
2023-06-01 04:00:00,19.79980830880283,170
2023-06-01 05:00:00,19.576516579962416,170
2023-06-01 06:00:00,21.751789200846837,170
2023-06-01 07:00:00,22.91973802876134,170
2023-06-01 08:00:00,23.832933894200668,170
2023-06-01 09:00:00,25.728706694226233,170
2023-06-01 10:00:00,26.806238531045803,170
2023-06-01 11:00:00,27.874690836133755,170
2023-06-01 12:00:00,28.935544132975473,170
2023-06-01 13:00:00,28.418591682665642,170
2023-06-01 14:00:00,29.724211867067385,170
2023-06-01 15:00:00,28.72705048358315,170
2023-06-01 16:00:00,29.0475235772208,170
2023-06-01 17:00:00,26.892872438220703,170
2023-06-01 18:00:00,26.7616617781034,170
2023-06-01 19:00:00,26.0003942114988,170
2023-06-01 20:00:00,24.350781714354177,170
2023-06-01 21:00:00,21.006761138937524,170
2023-06-01 22:00:00,21.18906012028001,170
2023-06-01 23:00:00,20.48273626755762,170
2023-06-02 00:00:00,18.99594703174272,170
2023-06-02 01:00:00,19.808630645691753,170
2023-06-02 02:00:00,19.09255335598826,170
2023-06-02 03:00:00,19.02405043556982,170
2023-06-02 04:00:00,19.648730189044507,170
2023-06-02 05:00:00,20.752849821311038,170
2023-06-02 06:00:00,20.827181491120434,170
2023-06-02 07:00:00,22.082479753387958,170
2023-06-02 08:00:00,23.2629910093151,170
2023-06-02 09:00:00,26.19646707469786,170
2023-06-02 10:00:00,26.628475024203343,170
2023-06-02 11:00:00,27.53991181672408,170
2023-06-02 12:00:00,28.918545325154437,170
2023-06-02 13:00:00,28.662568601082707,170
2023-06-02 14:00:00,28.384268558694856,170
2023-06-02 15:00:00,28.49034656883048,170
2023-06-02 16:00:00,27.934867544599836,170
2023-06-02 17:00:00,27.52673280029296,170
2023-06-02 18:00:00,26.486257596796072,170
2023-06-02 19:00:00,24.19289733330601,170
2023-06-02 20:00:00,25.306562704276885,170
2023-06-02 21:00:00,22.385959723301912,170
2023-06-02 22:00:00,20.70367283782485,170
2023-06-02 23:00:00,20.14201840066429,170
2023-06-03 00:00:00,19.86011462290942,170
2023-06-03 01:00:00,18.868157137831506,170
2023-06-03 02:00:00,18.760263466395674,170
2023-06-03 03:00:00,20.100475297643673,170
2023-06-03 04:00:00,19.381686036153493,170
2023-06-03 05:00:00,20.996736638601302,170
2023-06-03 06:00:00,21.56272141469309,170
2023-06-03 07:00:00,22.19276198697155,170
2023-06-03 08:00:00,23.814874684709505,170
2023-06-03 09:00:00,24.91509964432701,170
2023-06-03 10:00:00,25.933771314785083,170
2023-06-03 11:00:00,27.528281891895627,170
2023-06-03 12:00:00,28.68973605261999,170
2023-06-03 13:00:00,28.77218468164089,170
2023-06-03 14:00:00,28.257179914299968,170
2023-06-03 15:00:00,29.24045427241509,170
2023-06-03 16:00:00,28.19623202833872,170
2023-06-03 17:00:00,27.89480704814696,170
2023-06-03 18:00:00,26.720134315177408,170
2023-06-03 19:00:00,24.60807080908986,170
2023-06-03 20:00:00,24.77215585467264,170
2023-06-03 21:00:00,22.24990987771654,170
2023-06-03 22:00:00,21.406147928271416,170
2023-06-03 23:00:00,20.62453945805483,170
